,title,link,description
3,<b>핀테크</b>가 은행업에 미치는 비대칭적 영향과 정책적 시사점,http://academic.naver.com/article.naver?doc_id=928214061,Asymmetric Effects of FinTech on Banking Sectors <b>핀테크</b>는 정보통신기술을 이용하여 제공되는 다양한 융합형 금
4,<b>핀테크</b> 비즈니스 모델의 지속성에 관한 탐색적 연구,http://academic.naver.com/article.naver?doc_id=877880736, 최근 들어 국내외적으로 <b>핀테크</b> 비즈니스에 대한 관심이 점증하고 있다. 한국에서도 저성장을 탈피
5,<b>핀테크</b> 비즈니스 모델의 지속성에 관한 탐색적 연구,http://academic.naver.com/article.naver?doc_id=877880736, 최근 들어 국내외적으로 <b>핀테크</b> 비즈니스에 대한 관심이 점증하고 있다. 한국에서도 저성장을 탈피
6,<b>핀테크</b> 비즈니스 모델의 지속성에 관한 탐색적 연구,http://academic.naver.com/article.naver?doc_id=927622551, 최근 들어 국내외적으로 <b>핀테크</b> 비즈니스에 대한 관심이 점증하고 있다. 한국에서도 저성장을 탈피
7,<b>핀테크</b> 서비스의 혁신성과 상대적 장점은 실질이용에 영향을 미칠까?: ,http://academic.naver.com/article.naver?doc_id=1010241580,Do Innovation and Relative Advantage Affect the Actual Use of FinTech Services?: An Empirical Study using Classical Attitude Theory 핀
8,통합기술수용이론(UTAUT)에 의한 <b>핀테크</b> 결제서비스 사용의도에 관한 연,http://academic.naver.com/article.naver?doc_id=928253528,"A Study on the Use of Fintech Payment Services Based on the UTAUT Model 최근 스마트폰, 사물인터넷 등 새로운 통신기술"
9,"<b>핀테크</b> 산업 규제와 스타트업 활성화 방안에 대한 탐색적 연구: 미국, 중",http://academic.naver.com/article.naver?doc_id=612332212,
0,금융회사의 <b>핀테크</b> 투자 등에 관한 가이드라인 발표,http://academic.naver.com/article.naver?doc_id=595253533,
1,"‘20.1.16일(목), 2020 <b>핀테크</b> 정책설명회를 개최하여정책방향을 설명하고 ",http://academic.naver.com/article.naver?doc_id=604145796,
2,카카오페이/알리페이의 <b>핀테크</b> 공동사업 서비스품질이 이용자만족도에 ,http://academic.naver.com/article.naver?doc_id=927622598,The Effects of Service Quality of the Fintech Project in Kakaopay and Alipay on Users` Satisfaction 본 연구는 카카오페이/알
3,안전한 <b>핀테크</b> 서비스를 위한 오픈플랫폼 표준화 동향,http://academic.naver.com/article.naver?doc_id=928758001, 금융권을 중심으로 <b>핀테크</b> 산업이 날로 확장 일변도로 발전을 하고 있다. <b>핀테크</b> 산업의 지속적인 성
4,<b>핀테크</b> 거래의 과세 문제점 및 개선방안에 관한 연구 －P2P대출 중심으로,http://academic.naver.com/article.naver?doc_id=848187372,
5,<b>핀테크</b> 기업에 대한 테스트비용 1차 지원,http://academic.naver.com/article.naver?doc_id=561332522,
6,한국 19년 <b>핀테크</b> 도입 지수 67%(17년 32%)로 상승,http://academic.naver.com/article.naver?doc_id=561332433,
7,중국의 주식투자 열풍 - 정부와 <b>핀테크</b> 기업의 합작품,http://academic.naver.com/article.naver?doc_id=933096666,China’s Stock Investment Craze : A Joint Venture between the Government and Fintech Companies This article argues that China’s stoc
8,네트워크 분석을 통한 <b>핀테크</b>서비스의 이상금융거래 탐지 - 선불전자지,http://academic.naver.com/article.naver?doc_id=877980998,
9,네트워크 분석을 통한 <b>핀테크</b>서비스의 이상금융거래 탐지 - 선불전자지,http://academic.naver.com/article.naver?doc_id=927706768,
0,[알기쉬운 <b>핀테크</b>2] 클라우드와 금융혁신,http://academic.naver.com/article.naver?doc_id=560861378,
1,"정보통신 서비스 이용에 관한 세 가지 실증연구 결합상품, <b>핀테크</b>, OTT를 ",http://academic.naver.com/article.naver?doc_id=1010695769,"Three empirical analysis on the ICT services usage : focusing on bundling, FinTech, and OTT  표제지
목차
국문초록 11
Ⅰ. 전"
2,디지털금융과 <b>핀테크</b> 활성화를 위한 혁신입법 방안,http://academic.naver.com/article.naver?doc_id=624327111,
3,<b>핀테크</b> 비즈니스와 발전전략에 관한 연구 : 기업은행을 중심으로,http://academic.naver.com/article.naver?doc_id=439276134,A Study on the Fin-Tech Business and Growth Strategies : Focusing on the Industrial Bank of Korea Modern society is evolving so rapidly
4,블록체인패러다임과 <b>핀테크</b> 보안,http://academic.naver.com/article.naver?doc_id=865538099, 현재 금융권에서는 <b>핀테크</b> 활성화를 위한 다양한 정책 추진과 다양한 비즈니스 모델이 창출되고 있
5,<b>핀테크</b> 기업의 성장과 도전을 맞춤형으로 지원합니다,http://academic.naver.com/article.naver?doc_id=560861377,
6,<b>핀테크</b>로 금융혁신 이끈다 - 「<b>핀테크</b> 혁신 활성화 방안」 추진,http://academic.naver.com/article.naver?doc_id=307993049,
7,<b>핀테크</b> 영역의 규제 샌드박스 활용가능성에 관한 연구,http://academic.naver.com/article.naver?doc_id=644823277,A study on the applicability of the regulatory sandbox in the Fintech area 규제 샌드박스란 새롭게 형성되는 산업이 기
8,"글로벌 경제환경 변화에 대한 대응 - 4차산업혁명, <b>핀테크</b> 및 금융규제",http://academic.naver.com/article.naver?doc_id=846345515,
9,<b>핀테크</b>를 통한 인터넷전문은행 활성화를 위한 연구,http://academic.naver.com/article.naver?doc_id=871735915,A Study on the Activation of China's Internet Banking through Fin-tech <b>핀테크</b>와 인터넷전문은행 간 상호관계를 살펴보
0,분야별 <b>핀테크</b> 스타트업 동향,http://academic.naver.com/article.naver?doc_id=154130634,"  목차
분야별 <b>핀테크</b> 스타트업 동향 / 박병선 1
 1. 개요 1
 2. 분야별 핀데크 스타트업 동향 2
  (1) 지급"
1,<b>핀테크</b>지급결제서비스사용중단영향요인: 가치기반수용모형을중심으로,http://academic.naver.com/article.naver?doc_id=606689823,"  서론

선행연구

연구모형

연구가설

측정항목 및 관련연구

설문 및 응답자 특성

신뢰성 및 타당성"
2,<b>핀테크</b>와 보안,http://academic.naver.com/article.naver?doc_id=177347440,"  목차
<b>핀테크</b>와 보안 / 박소영 1
 1. 서론 1
 2. 미국, 유럽의 정보보안 관련 법안 현황 1
  2.1. 보안의 개"
3,어린이 금융이해력 향상을 위한 교육용 <b>핀테크</b> 서비스 제안 연구,http://academic.naver.com/article.naver?doc_id=966190288,A Study on the Proposal of Educational FinTech Service to Improve Children’s Financial Literacy 본 연구는 조기 금융교육에 
4,인도의 디지털 화폐 정책과 <b>핀테크</b> 발전 가능성 연구,http://academic.naver.com/article.naver?doc_id=956033123, 인도는 IT인프라의 정비가 선진국에 비해 뒤떨어져 있다. 휴대전화가 거의 성인 인구에 고루 퍼져있
5,중금리 대출시장 활성화를 위한 <b>핀테크</b> 역할방안에 관한 연구,http://academic.naver.com/article.naver?doc_id=929516662,A Study on the Role of Fin-Tech for Activation of the Medium-yield Loan Market 최근 급성장하고 있는 <b>핀테크</b> 산업은 전통
6,<b>핀테크</b> 기업의 혁신성과에 영향을 미치는 요인에 관한 실증연구,http://academic.naver.com/article.naver?doc_id=1008987590,An Empirical Investigation into the Effect of the Factors on the Innovation Performance of FinTech Firms 우수한 <b>핀테크</b> 기업은 
7,<b>핀테크</b> 소액해외송금서비스 앱 사용의도 영향요인 연구 : 한국내 거주 ,http://academic.naver.com/article.naver?doc_id=645521955,"A study on the influence factors of intention to use of Fintech remittance service app : focused on Mongolians in Korea  표제지
요"
8,<b>핀테크</b> 보안지원 사업 관련 추가경정 예산을 집행하여 금융혁신의 안정,http://academic.naver.com/article.naver?doc_id=597676183,
9,[알기쉬운 <b>핀테크</b>] 금융권 Open API,http://academic.naver.com/article.naver?doc_id=557650835,
0,<b>핀테크</b> 관련 국내법제의 현황과 과제,http://academic.naver.com/article.naver?doc_id=929377042,The status and Problems of the Acts about Fintech in Korea <b>핀테크</b>는 금융과 ICT 기술이 융합하여 기존보다 낮은 비용
1,<b>핀테크</b> 산업에서 유저블 시큐리티 디자인을 위한 가이드라인 개발,http://academic.naver.com/article.naver?doc_id=1010013547,"Developing usable security design guidelines for the FinTech industry  표제지
목차
국문 초록 10
제1장 서론 12
 1.1. 연구"
2,온라인 거래가 가능한 가상화폐를 위한 <b>핀테크</b> 보안에 관한 연구,http://academic.naver.com/article.naver?doc_id=929117844,"A study on fintech security for virtual currency that can be traded online In terms of the internal nature of the mobile device, there "
3,"P2P대출을 법제화하여 P2P금융을 주요 <b>핀테크</b> 산업으로 육성하고, 소비자 ",http://academic.naver.com/article.naver?doc_id=585633457,
4,<b>핀테크</b> 금융혁신을 위한 금융지주 간담회 개최결과,http://academic.naver.com/article.naver?doc_id=557650817,
5,"글로벌 경제환경 변화에 대한 대응 - 4차산업혁명, <b>핀테크</b> 및 금융규제",http://academic.naver.com/article.naver?doc_id=561203320,
6,<b>핀테크</b> 기반 모바일 간편결제 모델의 기술적 특성과 고객의 이용의도에 ,http://academic.naver.com/article.naver?doc_id=938429898,A Study on the Technology Characteristics and Customer Intention to Use in Fintech Based Mobile Easy Payment Model: Case of Chinese Con
7,중국 <b>핀테크</b> 산업이 전통 금융 산업에 미치는 영향,http://academic.naver.com/article.naver?doc_id=561796307,"  표제지
목차
I. 서론 8
II. <b>핀테크</b> 12
 2.1. <b>핀테크</b> 정의 12
  2.1.1. <b>핀테크</b>의 개념 12
  2.1.2. <b>핀테크</b>의 특징 "
8,국내외 <b>핀테크</b> 서비스 및 정책 동향 분석,http://academic.naver.com/article.naver?doc_id=865538096, <b>핀테크</b>는 금융과 ICT기술을 결합한 새로운 형태의 금융서비스를 칭하는 용어로 글로벌 ICT 기업 또는 
9,심사논문 : <b>핀테크</b>산업에 있어서 금융소비자보호의 법적 과제,http://academic.naver.com/article.naver?doc_id=157560323,Referred Articles : The legal issues for financial customer protection in FinTech industrial 최근 각광을 받고 있는 <b>핀테크</b>
0,<b>핀테크</b> 발전이 금융시장에 미치는 영향 – 금융업의 정보생산과 경쟁구,http://academic.naver.com/article.naver?doc_id=444499502, 최근 빠른 성장세를 보이고 있는 <b>핀테크</b>의 발전은 금융시장에 큰 영향을 줄 것 으로 보이는데 이 논
1,금융회사의 <b>핀테크</b> 기업 출자 활성화 추진,http://academic.naver.com/article.naver?doc_id=444567574,
2,인공지능과 <b>핀테크</b> 보안,http://academic.naver.com/article.naver?doc_id=928757912, 본 논문에서는 <b>핀테크</b> 보안에 활용 가능한 딥러닝 기술을 살펴본다. 먼저 인공지능과 관련된 보안 이
3,금융혁신지원특별법 시행 준비 등 <b>핀테크</b> 활성화 추진,http://academic.naver.com/article.naver?doc_id=528591532,
4,<b>핀테크</b> 기반 모바일 간편결제 모델의 기술적 특성과 고객의 이용의도에 ,http://academic.naver.com/article.naver?doc_id=897583572,A Study on the Technology Characteristics and Customer Intention to Use in Fintech Based Mobile Easy Payment Model: Case of Chinese Con
5,<b>핀테크</b> 기반 모바일 간편결제 모델의 기술적 특성과 고객의 이용의도에 ,http://academic.naver.com/article.naver?doc_id=964384076,A Study on the Technology Characteristics and Customer Intention to Use in Fintech Based Mobile Easy Payment Model: Case of Chinese Con
6,<b>핀테크</b> 보안을 위한 대규모 전자서명 기반구조,http://academic.naver.com/article.naver?doc_id=177347443,"  목차
<b>핀테크</b> 보안을 위한 대규모 전자서명 기반구조 / 이동욱 ; 박승규 ; 최종욱 1
 1. 서론 1
 2. 핀테"
7,<b>핀테크</b> 주요 트렌드 및 시사점,http://academic.naver.com/article.naver?doc_id=308821636,
8,[Hot News] <b>핀테크</b>·원격진료… 왜 한국만 거북이걸음인가,http://academic.naver.com/article.naver?doc_id=846314032,
9,<b>핀테크</b> 보안 위협 및 고찰,http://academic.naver.com/article.naver?doc_id=846706647,Security threats and Review for FinTech 최근 금융과 IT 가 결합한 <b>핀테크</b> 산업이 빠르게 성장하고 있다. 전통적 
0,KIET 산업경제 - 월간 KIET 산업경제 9월호(2019) : [산업경제분석] 베트남 핀,http://academic.naver.com/article.naver?doc_id=597929214,
1,<b>핀테크</b> 서비스에 대한 소비자 행동 영향 요인 : 모바일 결제 서비스를 중,http://academic.naver.com/article.naver?doc_id=562449246,"Factors influencing consumer behavior on FinTech service : focused on mobile payment service  표제지
목차
국문요약 8
제1장 "
2,인공지능과 <b>핀테크</b>,http://academic.naver.com/article.naver?doc_id=929916883,Impacts of A.I on Fintech 인공지능이 부상하고 있다. 이러한 현상으로 <b>핀테크</b>에 인공지능을 적용하려는 움
3,인공지능과 <b>핀테크</b>,http://academic.naver.com/article.naver?doc_id=879026229,Impacts of A.I on Fintech 인공지능이 부상하고 있다. 이러한 현상으로 <b>핀테크</b>에 인공지능을 적용하려는 움
4,빅데이터와 <b>핀테크</b> 스타트업의 기회 및 동향,http://academic.naver.com/article.naver?doc_id=928757909, 스마트폰과 태블릿 등 모바일 디바이스의 대중화로 우리 주변에는 규모를 가늠할 수 없을 정도로 많
